죄종별(1),죄종별(2),죄종별(3),요일별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
형법범,기타형법범,무고의 죄,화요일,158,198,171,207,199,260,287,297,226,239,357,363,382,330,369,466,448
형법범,기타형법범,무고의 죄,수요일,224,267,339,436,457,653,619,603,514,464,355,380,428,324,342,368,363
형법범,기타형법범,무고의 죄,목요일,168,173,154,150,163,192,213,180,190,157,327,370,377,347,357,396,442
형법범,기타형법범,무고의 죄,금요일,145,170,143,132,145,185,203,190,163,146,301,352,339,322,347,363,423
형법범,기타형법범,무고의 죄,토요일,85,110,96,87,69,108,110,115,93,84,219,201,206,146,161,196,191
형법범,기타형법범,무고의 죄,미상,338,66,40,54,66,103,133,261,302,377,,,,,,,
형법범,기타형법범,특가법(무고),계,1,,1,1,1,1,1,4,,10,4,1,,3,,1,
형법범,기타형법범,특가법(무고),월요일,,,,,,,1,,,,,,,1,,,
형법범,기타형법범,특가법(무고),화요일,,,,,,,,,,,,,,1,,1,
형법범,기타형법범,특가법(무고),수요일,,,1,,,,,2,,7,2,,,,,,
형법범,기타형법범,특가법(무고),목요일,,,,,,1,,,,1,1,1,,,,,
형법범,기타형법범,특가법(무고),금요일,,,,,1,,,,,1,1,,,,,,
형법범,기타형법범,특가법(무고),토요일,1,,,1,,,,,,1,,,,1,,,
형법범,기타형법범,특가법(무고),미상,,,,,,,,2,,,,,,,,,
형법범,기타형법범,신앙에 관한 죄,계,109,97,106,107,113,166,120,221,159,174,190,231,248,296,207,241,225
형법범,기타형법범,신앙에 관한 죄,일요일,12,18,18,15,22,16,14,29,26,25,55,47,56,63,41,50,67
형법범,기타형법범,신앙에 관한 죄,월요일,17,18,13,15,17,22,19,30,21,24,20,26,27,44,24,25,33
형법범,기타형법범,신앙에 관한 죄,화요일,13,12,17,10,10,25,15,22,23,24,16,34,32,31,34,32,21
형법범,기타형법범,신앙에 관한 죄,수요일,11,14,27,24,37,41,29,37,33,40,21,28,36,46,26,38,31
형법범,기타형법범,신앙에 관한 죄,목요일,19,13,9,18,9,16,12,26,6,13,33,33,30,41,32,35,23
형법범,기타형법범,신앙에 관한 죄,금요일,4,8,11,10,8,21,11,37,18,12,25,26,26,44,28,26,17
형법범,기타형법범,신앙에 관한 죄,토요일,9,8,6,11,5,17,10,16,10,10,20,37,41,27,22,35,33
형법범,기타형법범,신앙에 관한 죄,미상,24,6,5,4,5,8,10,24,22,26,,,,,,,
형법범,기타형법범,실화 및 업무상실화죄,계,3289,3096,3272,3465,2849,2536,3595,4111,3363,3086,1915,2461,2199,1903,1891,1873,2071
형법범,기타형법범,실화 및 업무상실화죄,일요일,373,397,370,435,325,318,410,482,384,345,280,364,331,277,283,267,279
형법범,기타형법범,실화 및 업무상실화죄,월요일,398,434,565,593,450,388,597,626,466,441,266,347,307,277,285,260,301
형법범,기타형법범,실화 및 업무상실화죄,화요일,383,468,466,534,414,315,504,578,447,372,271,387,312,295,277,253,294
형법범,기타형법범,실화 및 업무상실화죄,수요일,451,508,603,599,512,524,753,800,659,558,285,316,279,246,256,246,297
형법범,기타형법범,실화 및 업무상실화죄,목요일,352,432,392,443,384,328,385,481,385,338,260,336,323,264,256,290,292
형법범,기타형법범,실화 및 업무상실화죄,금요일,352,424,453,407,349,304,432,489,439,399,258,342,312,257,256,274,312
형법범,기타형법범,실화 및 업무상실화죄,토요일,382,365,405,394,365,320,421,490,363,304,295,369,335,287,278,283,296
형법범,기타형법범,실화 및 업무상실화죄,미상,598,68,18,60,50,39,93,165,220,329,,,,,,,
형법범,기타형법범,일수와 수리에 관한 죄,계,15,15,10,13,15,12,13,22,16,7,12,15,12,15,11,3,9
형법범,기타형법범,일수와 수리에 관한 죄,일요일,,1,,2,2,,,1,,2,4,3,1,3,3,,2
형법범,기타형법범,일수와 수리에 관한 죄,월요일,2,4,2,1,3,3,3,2,,2,,2,2,2,1,,1
형법범,기타형법범,일수와 수리에 관한 죄,화요일,4,1,1,2,2,,3,5,1,,,2,2,1,4,,
형법범,기타형법범,일수와 수리에 관한 죄,수요일,4,2,3,1,3,6,5,5,7,1,3,1,3,2,,,1
형법범,기타형법범,일수와 수리에 관한 죄,목요일,1,2,1,2,3,2,1,5,4,1,1,1,2,,1,2,3
형법범,기타형법범,일수와 수리에 관한 죄,금요일,2,2,1,,1,1,,1,2,,2,3,1,5,1,1,
형법범,기타형법범,일수와 수리에 관한 죄,토요일,,3,2,4,,,,1,1,,2,3,1,2,1,,2
형법범,기타형법범,일수와 수리에 관한 죄,미상,2,,,1,1,,1,2,1,1,,,,,,,
형법범,기타형법범,교통 방해의 죄,계,821,739,790,927,1067,871,837,926,874,1018,798,839,848,977,1123,1358,1085
형법범,기타형법범,교통 방해의 죄,일요일,104,120,108,113,110,123,86,87,86,112,110,109,109,173,195,173,158
형법범,기타형법범,교통 방해의 죄,월요일,94,92,126,154,147,136,162,160,121,138,122,150,123,143,151,169,150
형법범,기타형법범,교통 방해의 죄,화요일,88,123,122,123,102,107,97,120,137,137,108,105,138,125,165,169,158
형법범,기타형법범,교통 방해의 죄,수요일,106,112,130,148,142,154,167,150,165,161,109,110,112,139,160,174,149
형법범,기타형법범,교통 방해의 죄,목요일,75,93,95,142,158,118,101,91,87,121,117,118,132,128,141,199,133
형법범,기타형법범,교통 방해의 죄,금요일,118,96,82,106,288,106,108,139,88,122,112,131,125,127,150,199,165
형법범,기타형법범,교통 방해의 죄,토요일,132,95,113,134,101,110,83,100,89,85,120,116,109,142,161,275,172
형법범,기타형법범,교통 방해의 죄,미상,104,8,14,7,19,17,33,79,101,142,,,,,,,
형법범,기타형법범,음용수에 관한 죄,계,30,29,17,15,10,36,32,29,25,41,16,22,24,32,23,20,19
형법범,기타형법범,음용수에 관한 죄,일요일,3,5,1,,,3,5,,1,1,2,1,3,1,2,4,4
형법범,기타형법범,음용수에 관한 죄,월요일,5,6,4,5,1,6,7,7,3,2,2,4,2,7,4,1,5
형법범,기타형법범,음용수에 관한 죄,화요일,6,4,3,1,1,2,5,5,4,4,3,5,5,5,5,4,2
형법범,기타형법범,음용수에 관한 죄,수요일,3,1,6,3,4,9,3,7,6,14,3,2,3,7,3,3,1
형법범,기타형법범,음용수에 관한 죄,목요일,1,3,,3,,4,2,2,2,6,1,6,4,4,2,2,2
형법범,기타형법범,음용수에 관한 죄,금요일,6,8,,1,2,8,5,5,4,9,3,2,5,5,5,1,5
형법범,기타형법범,음용수에 관한 죄,토요일,3,2,3,,2,3,2,1,,2,2,2,2,3,2,5,
형법범,기타형법범,음용수에 관한 죄,미상,3,,,2,,1,3,2,5,3,,,,,,,
형법범,기타형법범,아편·몰핀에 관한 죄,계,,,,,,,,2,,0,,,,,,1,
형법범,기타형법범,아편·몰핀에 관한 죄,월요일,,,,,,,,,,,,,,,,1,
형법범,기타형법범,아편·몰핀에 관한 죄,수요일,,,,,,,,2,,,,,,,,,
형법범,기타형법범,과실사상의 죄,계,3861,3589,3734,3719,3220,3436,3772,3716,3523,3718,3794,3629,3940,3812,3810,3987,4181
형법범,기타형법범,과실사상의 죄,일요일,350,354,362,310,267,299,317,301,308,262,469,457,469,450,435,483,494
형법범,기타형법범,과실사상의 죄,월요일,497,580,651,672,589,581,642,590,566,617,559,511,553,569,553,541,603
형법범,기타형법범,과실사상의 죄,화요일,493,572,535,519,421,467,499,461,436,483,539,534,592,570,550,584,603
형법범,기타형법범,과실사상의 죄,수요일,522,624,800,816,733,771,878,837,762,811,550,534,555,565,555,586,604
형법범,기타형법범,과실사상의 죄,목요일,455,502,437,466,413,397,445,445,361,355,530,526,572,524,579,601,621
형법범,기타형법범,과실사상의 죄,금요일,492,440,444,439,389,393,465,411,405,378,557,534,608,528,581,569,605
형법범,기타형법범,과실사상의 죄,토요일,398,431,453,409,335,416,381,343,295,297,590,533,591,606,557,623,651
형법범,기타형법범,과실사상의 죄,미상,654,86,52,88,73,112,145,328,390,515,,,,,,,
형법범,기타형법범,낙태의 죄,계,21,20,18,24,28,39,37,39,32,22,30,24,25,17,29,26,52
형법범,기타형법범,낙태의 죄,일요일,1,2,1,,,,2,2,,,2,1,2,1,,,3
형법범,기타형법범,낙태의 죄,월요일,1,2,2,5,6,5,6,6,4,4,4,4,4,,2,5,8
형법범,기타형법범,낙태의 죄,화요일,,3,4,4,4,3,3,4,6,3,3,6,3,5,4,4,10
형법범,기타형법범,낙태의 죄,수요일,4,2,2,8,10,12,16,12,8,6,4,4,4,5,2,5,7
형법범,기타형법범,낙태의 죄,목요일,3,4,3,2,1,2,1,3,2,1,5,6,6,1,3,3,7
형법범,기타형법범,낙태의 죄,금요일,7,4,4,4,4,6,1,2,4,4,4,1,4,2,10,4,10
형법범,기타형법범,낙태의 죄,토요일,2,2,1,1,1,5,3,2,4,1,8,2,2,3,8,5,7
형법범,기타형법범,낙태의 죄,미상,3,1,,,2,6,5,8,4,3,,,,,,,
형법범,기타형법범,유기의 죄,계,106,111,126,98,118,177,215,237,165,214,242,200,151,158,147,117,129
형법범,기타형법범,유기의 죄,일요일,7,11,20,12,10,12,23,21,23,14,25,25,18,15,18,20,16
형법범,기타형법범,유기의 죄,월요일,18,20,31,16,20,30,31,43,25,36,36,30,21,25,14,19,15
형법범,기타형법범,유기의 죄,화요일,14,26,18,14,22,31,35,25,18,28,39,33,19,23,30,15,14
형법범,기타형법범,유기의 죄,수요일,15,19,13,15,31,39,42,54,38,44,40,32,19,29,19,19,20
형법범,기타형법범,유기의 죄,목요일,7,12,13,11,8,24,27,34,21,18,36,36,24,28,21,15,23
형법범,기타형법범,유기의 죄,금요일,14,12,16,15,7,16,28,27,19,18,39,22,27,20,21,16,20
형법범,기타형법범,유기의 죄,토요일,7,10,14,13,12,16,22,20,12,19,27,22,23,18,24,13,21
형법범,기타형법범,유기의 죄,미상,24,1,,2,8,9,7,13,9,37,,,,,,,
형법범,기타형법범,명예에 관한 죄,계,3412,3142,3237,3327,3501,4867,5632,6190,5844,5907,6918,7359,7704,8421,10834,12706,12155
형법범,기타형법범,명예에 관한 죄,일요일,237,254,224,185,244,271,300,327,305,297,729,741,785,909,1142,1520,1381
형법범,기타형법범,명예에 관한 죄,월요일,475,599,623,634,661,871,989,983,898,917,1117,1170,1261,1384,1674,1911,1908
형법범,기타형법범,명예에 관한 죄,화요일,432,448,448,449,451,636,686,807,743,756,1082,1180,1233,1223,1753,1884,1802
형법범,기타형법범,명예에 관한 죄,수요일,513,610,810,886,960,1457,1587,1785,1572,1505,1020,1169,1242,1288,1562,1970,1841
형법범,기타형법범,명예에 관한 죄,목요일,411,411,338,401,400,530,678,608,563,492,1074,1069,1146,1283,1710,1990,1925
형법범,기타형법범,명예에 관한 죄,금요일,377,396,400,361,409,485,597,615,527,518,994,1126,1170,1348,1625,1890,1800
형법범,기타형법범,명예에 관한 죄,토요일,290,293,302,279,219,381,395,373,365,298,902,904,867,986,1368,1541,1498
형법범,기타형법범,명예에 관한 죄,미상,677,131,92,132,157,236,400,692,871,1124,,,,,,,
형법범,기타형법범,신용·업무와 경매에 관한 죄,계,2121,2073,2188,2471,2907,3571,4104,4649,4799,5245,6267,7268,9190,12274,14301,16124,13464
형법범,기타형법범,신용·업무와 경매에 관한 죄,일요일,153,142,138,112,148,141,180,258,284,296,579,669,976,1401,1632,1932,1498
형법범,기타형법범,신용·업무와 경매에 관한 죄,월요일,296,336,422,456,631,713,669,730,785,813,1008,1143,1364,1754,2054,2329,2009
형법범,기타형법범,신용·업무와 경매에 관한 죄,화요일,279,325,297,379,378,485,574,636,623,670,940,1160,1433,1872,2246,2395,2044
형법범,기타형법범,신용·업무와 경매에 관한 죄,수요일,301,406,582,643,817,1008,1181,1249,1191,1195,1014,1095,1408,1873,2061,2407,1960
형법범,기타형법범,신용·업무와 경매에 관한 죄,목요일,208,270,248,290,353,414,485,478,477,451,889,1053,1485,1818,2120,2386,2064
형법범,기타형법범,신용·업무와 경매에 관한 죄,금요일,234,292,248,292,268,357,423,480,490,504,1004,1207,1374,1923,2192,2502,2100
형법범,기타형법범,신용·업무와 경매에 관한 죄,토요일,212,234,195,213,192,321,329,325,336,375,833,941,1150,1633,1996,2173,1789
형법범,기타형법범,신용·업무와 경매에 관한 죄,미상,438,68,58,86,120,132,263,493,613,941,,,,,,,
형법범,기타형법범,비밀침해죄,계,5,6,7,5,4,8,11,6,9,5,20,21,32,23,32,38,37
형법범,기타형법범,비밀침해죄,일요일,1,,,,,,,,,1,,1,,1,2,2,2
형법범,기타형법범,비밀침해죄,월요일,1,2,2,,2,1,4,,2,1,2,4,7,5,5,8,4
형법범,기타형법범,비밀침해죄,화요일,,2,,1,,1,2,2,4,,4,6,5,3,5,9,10
형법범,기타형법범,비밀침해죄,수요일,,,3,3,1,2,4,2,1,2,2,2,9,3,4,5,5
형법범,기타형법범,비밀침해죄,목요일,,,1,,,1,,2,,1,2,2,6,3,8,5,3
형법범,기타형법범,비밀침해죄,금요일,,1,,1,,1,1,,1,,7,4,2,7,7,6,9
형법범,기타형법범,비밀침해죄,토요일,1,,1,,1,2,,,,,3,2,3,1,1,3,4
형법범,기타형법범,비밀침해죄,미상,2,1,,,,,,,1,,,,,,,,
형법범,기타형법범,주거침입의 죄,계,1031,895,1267,1248,1523,1790,1908,1887,1836,2051,1866,2103,3998,4822,5602,5783,5515
형법범,기타형법범,주거침입의 죄,일요일,96,88,110,96,141,141,176,156,149,159,239,273,525,653,781,801,786
형법범,기타형법범,주거침입의 죄,월요일,125,183,276,224,268,277,320,307,277,319,292,311,601,700,777,857,783
형법범,기타형법범,주거침입의 죄,화요일,101,112,272,206,200,243,223,255,234,272,258,306,628,715,801,809,831
형법범,기타형법범,주거침입의 죄,수요일,165,170,282,256,386,466,491,434,399,407,262,299,588,725,782,896,768
형법범,기타형법범,주거침입의 죄,목요일,133,99,140,159,172,221,199,187,198,211,301,316,594,658,779,834,813
형법범,기타형법범,주거침입의 죄,금요일,112,127,149,159,199,198,221,227,196,233,260,334,533,703,856,764,776
형법범,기타형법범,주거침입의 죄,토요일,105,95,123,108,131,179,188,165,175,192,254,264,529,668,826,822,758
형법범,기타형법범,주거침입의 죄,미상,194,21,15,40,26,65,90,156,208,258,,,,,,,
형법범,기타형법범,권리행사를 방해하는 죄,계,1894,2056,2277,2591,3700,3968,3120,2869,3537,3310,2912,3084,3576,3289,3055,3495,3090
형법범,기타형법범,권리행사를 방해하는 죄,일요일,90,78,77,80,153,120,84,104,123,103,170,160,171,197,195,196,145
형법범,기타형법범,권리행사를 방해하는 죄,월요일,262,368,482,500,795,791,566,511,416,427,532,503,623,626,512,632,544
형법범,기타형법범,권리행사를 방해하는 죄,화요일,220,322,360,381,514,495,407,332,343,307,473,524,634,560,545,635,596
형법범,기타형법범,권리행사를 방해하는 죄,수요일,300,455,620,756,1049,1252,996,814,705,717,527,546,584,510,529,571,536
형법범,기타형법범,권리행사를 방해하는 죄,목요일,224,279,250,291,415,423,346,287,256,185,435,568,652,603,540,636,547
형법범,기타형법범,권리행사를 방해하는 죄,금요일,215,280,280,289,412,408,298,295,1204,952,457,527,625,572,515,588,561
형법범,기타형법범,권리행사를 방해하는 죄,토요일,144,176,163,182,212,248,183,176,104,122,318,256,287,221,219,237,161
형법범,기타형법범,권리행사를 방해하는 죄,미상,439,98,45,112,150,231,240,350,386,497,,,,,,,
형법범,기타형법범,인질강요,계,,,,1,,,,1,2,0,3,,1,,3,,
형법범,기타형법범,인질강요,월요일,,,,,,,,,,,,,,,1,,
형법범,기타형법범,인질강요,화요일,,,,,,,,,,,1,,,,,,
형법범,기타형법범,인질강요,수요일,,,,,,,,,,,,,1,,,,
형법범,기타형법범,인질강요,목요일,,,,1,,,,,,,1,,,,,,
형법범,기타형법범,인질강요,금요일,,,,,,,,1,,,,,,,2,,
형법범,기타형법범,인질강요,토요일,,,,,,,,,1,,1,,,,,,
형법범,기타형법범,인질강요,미상,,,,,,,,,1,,,,,,,,
형법범,기타형법범,인질상해(치상),계,,,,,,2,,,,0,,4,1,1,,,1
형법범,기타형법범,인질상해(치상),일요일,,,,,,1,,,,,,,,,,,
형법범,기타형법범,인질상해(치상),월요일,,,,,,,,,,,,,,1,,,
형법범,기타형법범,인질상해(치상),화요일,,,,,,,,,,,,1,,,,,1
형법범,기타형법범,인질상해(치상),수요일,,,,,,,,,,,,2,1,,,,
형법범,기타형법범,인질상해(치상),목요일,,,,,,1,,,,,,1,,,,,
형법범,기타형법범,인질살해(치사),계,,,,,,,,,,0,,,,,,,1
형법범,기타형법범,인질살해(치사),수요일,,,,,,,,,,,,,,,,,1
형법범,기타형법범,기타,계,,,,,,,,,,,63,68,61,299,345,10,12
형법범,기타형법범,기타,일요일,,,,,,,,,,,2,7,6,54,33,2,2
형법범,기타형법범,기타,월요일,,,,,,,,,,,7,16,16,34,56,1,1
형법범,기타형법범,기타,화요일,,,,,,,,,,,5,11,7,51,46,2,2
형법범,기타형법범,기타,수요일,,,,,,,,,,,5,10,11,47,33,,2
형법범,기타형법범,기타,목요일,,,,,,,,,,,10,7,6,36,72,2,2
형법범,기타형법범,기타,금요일,,,,,,,,,,,12,8,5,37,60,2,3
형법범,기타형법범,기타,토요일,,,,,,,,,,,22,9,10,40,45,1,
특별법범,소계,소계,계,841425,832342,874633,983318,1078998,964506,966437,1058114,1078666,1067688,1165048,942275,900350,1007886,1178066,1039884,850114
특별법범,소계,소계,일요일,72173,79454,83931,86395,101953,92350,94659,98642,99399,95097,145094,116298,108193,121989,143332,121011,102256
특별법범,소계,소계,월요일,102443,124632,137835,157009,173271,147744,144323,154096,154453,149017,164693,134785,127131,141046,166108,150456,122106
특별법범,소계,소계,화요일,106008,123766,121379,139628,147490,130664,130059,136769,135285,135290,174654,140164,135158,150130,178459,157981,128172
특별법범,소계,소계,수요일,117338,145485,183818,204984,227761,208569,204143,224859,228002,206626,168521,135938,133897,149820,172622,156697,123693
특별법범,소계,소계,목요일,97845,109716,110196,129190,135146,117589,119000,123461,122425,111039,171246,139700,136129,152544,177424,157582,129097
특별법범,소계,소계,금요일,103103,122593,120924,132140,148522,123019,124644,131670,132201,121403,173160,142237,135082,151959,175730,157828,128510
특별법범,소계,소계,토요일,93666,104885,104711,108182,120698,117531,112033,113214,107524,100930,167680,133153,124760,140398,164391,138329,116280
특별법범,소계,소계,미상,148849,21811,11839,25790,24157,27040,37576,75403,99377,148286,,,,,,,
특별법범,가정의례에 관한 법률,소계,계,552,294,70,98,50,65,11,1,,0,,,,,,,
특별법범,가정의례에 관한 법률,소계,일요일,43,18,14,18,11,11,2,,,,,,,,,,
특별법범,가정의례에 관한 법률,소계,월요일,70,47,9,16,9,5,1,,,,,,,,,,
